Timestamp,Voltage (V),Current (A),Power (W),Reactive Power (VAR),Frequency (Hz),Power Factor
2020-01-01 00:00:00,232.48357076505616,26.284259565025106,6317.047881191446,1445.8920134780042,49.91924086599017,1.0
2020-01-01 22:58:20,229.3086784941441,12.640393765609662,3071.68585133536,885.9148767047107,49.977652749476306,0.9681357454586479
2020-01-02 21:56:40,233.23844269050346,23.952821358779172,6070.252543671459,1619.6704315704776,49.89551636860969,0.9582629495190524
2020-01-03 20:55:01,237.61514928204014,14.439923951652593,3101.8493915334357,944.0980349164396,50.17839225952018,0.9453358300358721
2020-01-04 19:53:21,228.82923312638331,42.329408400368884,9015.501588799912,2859.093836069162,50.1681492457418,0.9409756234611224
2020-01-05 18:51:42,228.8293152152541,47.90752103857883,11809.337012092943,2381.9328325956417,49.91161311048592,0.9473839881254609
2020-01-06 17:50:02,237.89606407753695,12.892659010317544,3041.66718399014,1071.2788218295927,50.01472980003891,0.9558565768717336
2020-01-07 16:48:23,233.83717364576455,48.20460829166806,11417.64287530783,3911.717084955139,49.9319505952236,0.9123912891187383
2020-01-08 15:46:43,227.65262807032525,30.903063973469806,7264.548343080001,1985.0907006178707,50.06149446390314,0.9186122080925063
2020-01-09 14:45:03,232.7128002179298,21.982627118154955,5298.846723638392,1115.8692264779918,50.05096830772423,0.9372623522212208
2020-01-10 13:43:24,227.68291153593768,13.07448301104654,3233.8804648118066,1135.0484114946887,50.08117055716133,0.9541427887355713
2020-01-11 12:41:44,227.6713512321487,30.02497072281671,7515.23757054222,2938.721164603235,50.03319184477079,0.9452145370569629
2020-01-12 11:40:05,231.20981135783018,41.780621779629946,10085.43784334746,2501.4943676016346,50.293540620638844,0.9795624245219896
2020-01-13 10:38:25,220.43359877671102,38.283459090667925,8079.8342919753295,2138.7719120691845,49.89720762349893,0.9203520642600845
2020-01-14 09:36:46,221.37541083743483,12.00904045855895,2860.421093427555,677.2406719490414,49.82893966455635,0.9349730906079325
2020-01-15 08:35:06,227.18856235379513,12.916073414716141,2669.832349609674,842.031015074825,49.96069097992985,0.980401834819822
2020-01-16 07:33:27,224.93584439832787,26.114931305305483,5558.248007596073,1283.7789761777374,49.84320117344397,0.9526223864935028
2020-01-17 06:31:47,231.57123666297636,21.811619761917733,5452.378344027403,1478.89649752599,49.850753772999404,0.9676968516560231
2020-01-18 05:30:07,225.45987962239394,19.295372922241913,4138.202862745826,1404.516822475938,49.8998685345802,0.9910249388653892
2020-01-19 04:28:28,222.93848149332354,21.240179956348545,4470.695858477035,1394.9608127967444,49.907781109456835,0.9361239116419635
2020-01-20 03:26:48,237.32824384460778,42.139309731875386,9277.037560644121,2572.453057139445,49.904538189804995,0.9480137132441593
2020-01-21 02:25:09,228.87111849756732,47.16912214527416,11571.018694834429,3286.7469387692445,50.05182189504454,0.9445514619813825
2020-01-22 01:23:29,230.33764102343963,26.204107781102657,6035.86269949937,1885.737361781518,49.94938109389147,0.9109081399103345
2020-01-23 00:21:50,222.8762590689327,46.244440085299885,10667.305235570355,2145.973215613253,49.98204854251275,0.9437920639248806
2020-01-23 23:20:10,227.27808637737408,22.85982804991528,4924.399872049053,1062.2027716433195,50.089423277450095,0.9676212437476133
2020-01-24 22:18:30,230.55461294854933,29.057479453751665,7045.0758214286425,2650.721145412952,49.92336774752186,0.9608117908362448
2020-01-25 21:16:51,224.24503211288848,19.04115991263999,4491.924298183253,968.3501643200742,49.973545410129525,0.9623816633877602
2020-01-26 20:15:11,231.87849009172837,35.61904168703376,7949.728167941057,2713.7249251875496,50.036575998609294,0.94248982038721
2020-01-27 19:13:32,226.99680655040598,49.15924460699236,10959.653189726709,4208.5904779349585,49.80584321993798,0.9368780552798871
2020-01-28 18:11:52,228.5415312510336,34.13972384173515,7349.325454553363,1867.7334715556651,49.76150944910494,0.9753851134379724
2020-01-29 17:10:13,226.99146693885302,24.312563364541955,6044.748121113049,1656.8551078334044,50.034611732879775,0.9400536570728466
2020-01-30 16:08:33,239.26139092254468,35.91269783962113,8842.740707289258,2774.713036400113,50.04920142805669,0.9558816407758642
2020-01-31 15:06:54,229.93251387631034,14.916827138615503,3727.9488076418816,1402.982941938639,50.20642201348524,0.9532666936135508
2020-02-01 14:05:14,224.7114453552205,45.546363210615944,9832.327608433936,3818.690383718549,50.01580948758668,0.9792343403251423
2020-02-02 13:03:34,234.11272456051594,30.123358031193455,7449.855103759809,2591.8988284509446,50.08197397172581,0.9694282471534471
2020-02-03 12:01:55,223.8957817501449,27.97398968158568,6596.28655940144,1433.531064741165,49.9804527356414,0.9240948275866575
2020-02-04 11:00:15,231.04431797502377,33.434591538140765,8020.9754897351,2677.648914026906,50.02972272215851,0.9262489366644991
2020-02-05 09:58:36,220.2016493806011,34.9913545115761,8422.717977982566,2375.718102526519,50.166725684174956,0.9615781963613826
2020-02-06 08:56:56,223.35906975550785,12.871032249060521,2813.6590505490376,827.6102355739082,49.787600718187434,0.9487132470524167
2020-02-07 07:55:17,230.98430617934562,37.304688848936095,7980.390849800809,1674.5228428787796,50.04136162575717,0.9408965643209247
2020-02-08 06:53:37,233.69233289997706,19.67726721262118,4756.344593053838,1133.0203932942377,50.21355867300774,0.9703125576798893
2020-02-09 05:51:57,230.85684140594987,38.55810530026359,9309.638161889077,3333.806762015386,50.028203421920935,0.9537491876417782
2020-02-10 04:50:18,229.4217585880588,42.90139177536787,9990.269677192984,2905.088168336986,50.16505729632328,0.9510491477377888
2020-02-11 03:48:38,228.49448152205355,42.15834030210081,9068.106504762849,2360.722368067923,49.937078785047056,0.9655965728151009
2020-02-12 02:46:59,222.60739004816287,32.100038696315565,7152.07400430894,1979.721368074502,49.99679525058363,0.9424978201011287
2020-02-13 01:45:19,226.40077895802645,30.806795692430047,6712.699148856236,2489.6052069481425,50.00335247023886,0.9813703797094511
2020-02-14 00:43:40,227.69680614520107,15.715038453576469,3526.35528118396,1233.5183843623054,49.778240892064126,0.9342390475353398
2020-02-14 23:42:00,235.28561113109458,41.01384601612543,9930.238741631816,2526.8791297324524,49.88318221721498,0.9631385813268417
2020-02-15 22:40:21,231.7180914478423,20.856375217868575,5069.814195216868,1133.1053385379325,49.890312492061604,0.9786766567731968
2020-02-16 21:38:41,221.18479922318633,29.867816912717863,6252.505902625991,1565.6252541813606,50.08220660780325,0.9224540902145579
2020-02-17 20:37:01,231.620419846974,21.37096371710067,4856.224612394465,1865.5249504054884,50.0872153105684,0.943133296482951
2020-02-18 19:35:22,228.07458859791842,15.353134519987726,3339.996308087955,1056.5001758662606,50.03240364427065,0.9728441478577111
2020-02-19 18:33:42,226.61538999847022,35.182307875669466,7492.299286926964,2297.85853489903,50.08241028968557,0.9731448909546204
