Timestamp,Voltage (V),Current (A),Power (W),Reactive Power (VAR),Frequency (Hz),Power Factor
2020-01-01 00:00:00,232.48357076505616,22.8502069365565,4963.2901788727295,1209.8093576116921,50.086742769134695,0.9224320457816438
2020-01-01 04:35:33,229.3086784941441,14.120767777688243,3138.803268669852,1027.4848414052017,49.91178927068573,0.9147413802618923
2020-01-01 09:11:07,233.23844269050346,12.872301817818768,3284.594404762865,723.3428238049595,49.89448884649913,0.9442692621440841
2020-01-01 13:46:41,237.61514928204014,13.771039115957443,3455.9667352714328,1069.922159332852,49.97594212727814,0.9563628312394343
2020-01-01 18:22:15,228.82923312638331,33.314774447681714,7291.915127535104,2310.018047300154,50.08287853955023,0.9274427263685928
2020-01-01 22:57:49,228.8293152152541,12.066487033159587,2796.4767324666004,680.2358615254884,49.8841214535341,0.960525905087733
2020-01-02 03:33:23,237.89606407753695,23.477074998561534,5478.234032426433,1524.8041334824115,50.10496870190092,0.9508549902506116
2020-01-02 08:08:57,233.83717364576455,40.127988076569174,9364.58313228697,3422.179942646233,49.83574118656148,0.9630050337636656
2020-01-02 12:44:31,227.65262807032525,21.773926660615125,4813.306529038907,1105.5289592873064,49.97532541244057,0.968912771107179
2020-01-02 17:20:04,232.7128002179298,40.53232308720519,9016.103208263963,2586.731186119743,49.858692387289736,0.976871532859185
2020-01-02 21:55:38,227.68291153593768,39.81868152828221,9382.914855988105,3626.93396930589,49.739010063581674,0.962065441217412
2020-01-03 02:31:12,227.6713512321487,19.83308530532865,4766.97228405902,1434.0091141099463,50.03664518047753,0.9440947131810833
2020-01-03 07:06:46,231.20981135783018,39.15288720370982,9729.583403450095,3356.966466277082,49.98221888913689,0.9537772550818452
2020-01-03 11:42:20,220.43359877671102,39.91106553088403,8191.276352694863,2992.8729178705407,49.86029010671695,0.9965836186234339
2020-01-03 16:17:54,221.37541083743483,25.898157026681076,6103.415187709409,1469.4269604014758,49.948338614201525,0.9697092942366439
2020-01-03 20:53:28,227.18856235379513,18.416819349660727,3978.9035926401248,969.4337870156212,50.04418252269293,0.9514307212932284
2020-01-04 01:29:02,224.93584439832787,30.850832275674765,6838.608794129662,2405.263799391139,49.96318503330108,0.9469893238791895
2020-01-04 06:04:35,231.57123666297636,46.85590352000786,11721.65082168548,4110.32987364242,49.98013188844316,0.9380352126672694
2020-01-04 10:40:09,225.45987962239394,35.584669297282474,7949.912505412526,1685.672927756537,49.9601543429677,0.926256028948193
2020-01-04 15:15:43,222.93848149332354,16.916899905090446,3542.9273638590766,937.1030411227355,49.941769786857,0.9841622673980016
2020-01-04 19:51:17,237.32824384460778,37.31027698934079,8252.424698338107,2308.2568155307067,49.94046627252569,0.9595699809603009
2020-01-05 00:26:51,228.87111849756732,27.088121091273383,6166.190125527384,2255.64217501489,49.93753026337043,0.9246229170029735
2020-01-05 05:02:25,230.33764102343963,33.661151894214925,8160.752788778615,2320.693273251456,49.924685712392694,0.9474932281859008
